Country Name,Country Code,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
El Salvador,SLV,1.055950297,1.179335769,5.128923767,1.729734816,0.757669185,1.141344675,-0.731384487,0.604049087,1.012354033,1.090330006
San Marino,SMR,2.19959237,2.585418156,2.899795843,2.827332242,1.604392981,1.112963034,0.145686073,0.57394802,1.045976835,
Somalia,SOM,,,,,,,,,,
Serbia,SRB,8.116950922,6.142553602,11.13739763,7.330385896,7.694263629,2.082447939,1.39235822,1.122313974,3.131062486,1.959840763
Sub-Saharan Africa (excluding high income),SSA,4.848669646,4.089729895,5.686319596,6.575899708,4.905208757,4.403802717,3.472387529,5.494104638,5.209717059,4.274621986
South Sudan,SSD,5.006273615,1.169621803,46.85217572,45.52589784,-0.058090978,1.674299063,52.76633042,379.9995856,187.8516303,83.50152949
Sub-Saharan Africa,SSF,5.006273615,4.03314139,5.366210929,6.581831051,4.885163876,4.402253092,3.550759674,5.430519661,5.196981853,4.092978193
Small states,SST,2.19959237,2.97204512,4.001026643,3.400127839,1.752327374,1.157181339,0.609082179,0.608325396,1.634051891,2.187784054
Sao Tome and Principe,STP,16.9574758,13.34005235,14.32716676,10.63793534,8.105832709,6.99849944,5.24587835,5.430519661,5.690296199,7.868596289
Suriname,SUR,-0.133636647,6.941082216,17.71177964,5.006863194,1.923436041,3.383412727,6.893903592,55.41238798,21.99694302,
Slovak Republic,SVK,1.615104641,0.957018133,3.919285991,3.606102635,1.40047369,-0.07616533,-0.325219777,-0.520010196,1.311945882,2.514037129
Slovenia,SVN,0.839262247,1.801170221,1.802851719,2.59741386,1.769200859,0.199343827,-0.525552286,-0.054999542,1.429107433,1.73860862
Sweden,SWE,-0.494460544,1.157988027,2.961150738,0.888377507,-0.04429297,-0.179638494,-0.046784745,0.984269245,1.794499047,1.953535301
Eswatini,SWZ,7.448234234,4.509236918,6.107427146,8.939646828,5.621306235,5.681348858,4.951244937,7.847274591,6.221375289,4.815061675
Sint Maarten (Dutch part),SXM,5.957636888,1.338576217,4.584754357,4.015184211,2.528647885,1.886754663,0.330027165,0.111682656,2.19201011,
Seychelles,SYC,31.75444077,-2.404638751,2.559267722,7.110370623,4.338938483,1.385834546,4.041944107,-1.015481917,2.856795756,3.702918391
Syrian Arab Republic,SYR,2.920897118,4.397413832,4.753163889,36.70229534,,,,,,
Turks and Caicos Islands,TCA,,,,,,,,,,
Chad,TCD,9.952422907,-2.077865746,2.029240537,7.516623647,0.222671565,1.681973139,4.377126651,-0.792440525,-1.53709963,4.274621986
East Asia & Pacific (IDA & IBRD countries),TEA,3.675033055,3.611962344,5.159004977,3.026963911,2.927583516,3.370406974,1.086486299,1.757111589,2.88291165,2.828715785
Europe & Central Asia (IDA & IBRD countries),TEC,3.466723732,6.142553602,7.668629556,3.373498084,3.984712355,2.981308689,4.003578207,1.275431684,3.153186175,2.613234248
Togo,TGO,3.71360592,1.445945174,3.563514729,2.577181741,1.825394759,0.190875076,2.585003908,1.285448471,-0.981889869,0.927755426
Thailand,THA,-0.845716092,3.247588424,3.808790581,3.014899503,2.184886185,1.895141819,-0.900424963,0.188149704,0.665631893,1.063897542
Tajikistan,TJK,6.448234811,6.445314408,12.43154904,5.83116601,5.009646453,6.104427651,5.714559496,6.004580823,,
Turkmenistan,TKM,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2.764089135,3.796443338,5.462845929,4.144572841,2.744836219,3.428264148,2.924821697,2.537817104,2.822758055,2.298102363
Timor-Leste,TLS,0.669681186,6.765976802,13.49984024,11.80030967,10.98723442,0.848838206,0.646148614,-1.469842879,0.52297668,2.29424307
Middle East & North Africa (IDA & IBRD countries),TMN,3.292900212,3.966779089,5.020099832,6.335285446,4.821019563,2.89947905,2.997639193,3.183905731,4.815100289,5.269650082
Tonga,TON,1.426859721,3.534912392,6.27075303,1.147538537,0.775629322,2.510876333,-1.05399832,2.578155152,7.517062836,5.03209692
South Asia (IDA & IBRD),TSA,4.976824477,7.581529776,10.25024503,9.469403359,7.611281264,6.828647805,4.158255891,4.171390211,4.520228675,3.331395164
Sub-Saharan Africa (IDA & IBRD countries),TSS,5.006273615,4.03314139,5.366210929,6.581831051,4.885163876,4.402253092,3.550759674,5.430519661,5.196981853,4.092978193
Trinidad and Tobago,TTO,6.978087253,10.54920032,5.107132893,9.260281371,5.199817405,5.684418146,4.661215981,3.070667425,1.880384402,1.018569302
Tunisia,TUN,3.664903306,3.338979636,3.24002842,4.611844322,5.316235313,4.625550995,4.437371273,3.629399374,5.308848396,7.30759176
Turkiye,TUR,6.250976631,8.566444206,6.471879671,8.891569965,7.493090305,8.854572714,7.670853648,7.775134153,11.14431108,16.3324639
Tuvalu,TUV,,,0.500580743,,,,,,,
Tanzania,TZA,12.14222787,6.200155956,12.69096947,16.00109385,7.870723646,6.13161433,5.58816953,5.174766293,5.318716052,3.494458489
Uganda,UGA,13.01725619,3.976552885,16.56434962,12.67903772,4.905208757,3.07570669,5.589686063,5.706375046,5.209717059,2.61601191
Ukraine,UKR,15.88119246,9.372931051,7.955724663,0.568727972,-0.238948626,12.07185629,48.69986464,13.9127102,14.43832275,10.95185594
Upper middle income,UMC,2.936231536,3.911061955,5.675333507,3.781807547,2.776448614,3.180341214,2.554680489,2.120817134,3.396975849,3.045053973
Uruguay,URY,7.062218744,6.69870887,8.092832063,8.097765806,8.57513504,8.877353332,8.666269871,9.639413476,6.218093826,7.606533604
United States,USA,-0.355546266,1.640043442,3.156841569,2.069337265,1.464832656,1.622222977,0.118627136,1.261583206,2.130110004,2.442583297
Uzbekistan,UZB,,,13.77974465,13.20880267,11.84143336,9.283093562,8.751881967,8.130886695,13.87574254,17.52417965
St. Vincent and the Grenadines,VCT,0.421539126,0.747109026,3.186031116,2.598444141,0.805127804,0.193858561,-1.73361195,-0.149641648,2.153336488,2.324144854
"Venezuela, RB",VEN,27.08094145,28.18746471,26.09021232,21.06899563,40.63942752,62.16864998,121.7380853,254.9485348,,
British Virgin Islands,VGB,,,,,,,,,,
Virgin Islands (U.S.),VIR,,,,,,,,,,
Viet Nam,VNM,6.7169827,9.207466488,18.67773228,9.094703396,6.592674759,4.084554466,0.631200905,2.66824817,3.520256888,3.539628059
Vanuatu,VUT,4.29706573,2.762694695,0.873793105,1.347403629,1.458933718,0.798863838,2.483268757,0.842069084,3.084526244,2.330963796
World,WLD,2.860448559,3.326344634,4.82239636,3.725326661,2.651673429,2.354490528,1.443857193,1.605539174,2.254276519,2.450362439
Samoa,WSM,6.324953362,0.777007269,5.235415915,2.049018835,0.610085721,-0.406816088,0.724470135,1.304718693,1.749896775,4.197458887
Kosovo,XKX,-2.410264017,3.480507637,7.336417713,2.476737822,1.767324284,0.428957808,-0.536929393,0.273169431,1.488234306,1.053797737
"Yemen, Rep.",YEM,5.407760981,11.17483386,19.54356171,9.885387145,10.96844215,8.104725836,,,,
South Africa,ZAF,7.215314136,4.089729895,4.99926697,5.724657917,5.784469097,6.129837703,4.540642277,6.571396422,5.184246648,4.517165228
Zambia,ZMB,13.39525463,8.501761334,6.429396811,6.575899708,6.977676055,7.806875536,10.11059289,17.86973008,6.577311542,7.494571927
Zimbabwe,ZWE,,3.022670025,3.466129728,3.725326661,1.634950415,-0.19778481,-2.430968424,-1.543669601,0.893962316,10.61886587
 ,,,,,,,,,,,
